Site,x,y,Wave Power (kwhr/m),1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,BAD_FLAG
GUA-00326,144.7674319,13.49680938,11254.97832,12922.30021,9855.100167,14650.50025,14585.10024,7860.000135,10052.10017,3689.300066,27031.2005,21215.40036,5897.700103,11849.50022,10543.70021,15965.30029,13991.50022,6154.800122,17663.50031,7222.100118,16985.0003,18589.8003,4624.90008,5368.0001,7908.400133,10624.50017,13839.70024,11813.80022,16480.70028,10459.8002,7131.200129,4075.000079,5252.600091,11290.00019,4566.800078,0
GUA-00199,144.8880506,13.63937021,108310.555,131700.3023,122428.2021,103969.5018,119705.5021,97838.80168,92783.80158,116992.302,124286.9022,118431.002,105080.5018,119870.7019,135844.7024,126203.1021,118597.902,117445.2021,107620.4019,89682.60156,116688.302,118263.402,98522.70174,89278.90156,93439.50158,91330.00164,109805.8019,104739.7018,102494.4018,97656.90173,107828.9019,101327.6017,89632.80157,91672.30155,104775.1017,0
GUA-00136,144.7741797,13.31161181,105369.2581,136032.6024,117126.702,102554.2018,114095.802,94352.40163,90116.20153,116871.102,112507.9019,106617.8018,101493.6017,116718.3019,137473.2024,128420.202,117927.202,116589.602,98803.4017,86073.6015,112363.7019,119968.2021,95497.10168,86425.00151,90985.90154,87819.80157,107245.4019,98799.50173,99618.10173,91138.10159,107326.4019,105116.9017,85458.7015,88465.2015,101814.4017,0
GUA-00497,144.8350926,13.60615751,8945.540785,11947.00019,7085.300128,13801.20024,10579.40018,5114.800087,8076.700142,1685.900029,25195.00048,19265.80033,4136.900072,8430.000169,7199.700154,13198.40024,10045.60016,5981.700124,16013.30031,4580.300079,13245.50022,16261.80027,1766.200028,4084.400074,5370.7001,8215.300128,12215.00023,7935.500144,14796.20025,8997.70018,5000.800094,2052.800043,3305.800062,7775.300128,2897.30005,0
GUA-00527,144.7686773,13.29369172,107381.3737,140091.5025,120126.902,104771.6019,121608.2021,94472.50163,91591.10155,118622.202,112860.1019,109126.4019,101666.5017,118567.1019,141815.7025,132343.5021,121757.6021,116892.202,101611.6017,86713.70151,116912.002,121352.8021,95852.30169,86739.30151,91582.50155,88819.40159,110954.3019,100234.7018,103196.6018,92202.50161,109073.7019,106564.8017,86472.50151,89313.40151,102294.7017,0
GUA-00470,144.7140063,13.24405015,46431.68518,69893.70121,62846.10106,59821.40107,46901.80082,54659.80097,42323.4007,43582.30077,44419.50076,51778.60089,54943.40095,34816.60058,48240.20083,66090.20101,66399.40118,61273.10107,39558.10069,32206.50059,53660.60091,48659.10087,46983.30083,31626.10056,37982.50066,35927.20063,50090.70089,32824.10057,46652.5008,47982.90085,31870.00055,52796.70087,27042.90047,31027.50051,30933.70051,0
GUA-00579,144.6935272,13.24169174,40279.9882,62790.9011,53723.9009,53559.10096,40847.80073,48267.30085,36271.4006,37146.60064,37333.70064,44748.20076,46919.50081,29595.8005,43906.40076,57067.30085,57685.40103,55300.50096,34958.10061,26399.40048,48671.70082,44743.6008,39631.70069,25965.60047,31893.70057,30345.80053,45525.30082,28463.70051,42253.70072,42095.10075,27707.80049,43433.40072,22668.10039,24342.6004,24696.50041,0
GUA-00343,144.7479111,13.26884592,103307.7299,139388.9025,117599.202,101599.3018,119520.7021,90215.60156,86934.40146,112154.4019,108089.2019,106887.4018,99428.40168,113461.6018,136175.1024,129596.502,117159.702,113312.302,99378.40171,82426.10145,114021.202,113048.9019,92943.40165,83475.80147,88695.9015,84654.5015,108279.6019,93427.90165,99733.20172,89031.30153,104263.5018,100808.7016,82187.60145,84656.60142,93292.00153,0
PAG-00220,145.7553248,18.1279558,18849.21595,19634.70037,17436.3003,27851.40046,26446.00041,13565.90022,16278.20026,7150.400134,42322.50069,33935.30061,22050.30032,22430.40035,16785.30028,29592.20051,24335.30041,12339.60022,21183.00038,8727.400135,31521.70055,33067.60056,5966.100118,9885.400167,13130.80023,20964.70041,13718.50024,15290.00028,26914.20045,17944.7003,13191.10022,6659.300121,8565.600154,17727.90027,6563.100116,0
PAG-00243,145.8059322,18.16064489,139514.343,160747.1026,156282.3028,130460.3022,161979.2027,114062.1019,126954.0022,151249.6025,163710.8028,141604.5025,116947.402,167313.703,173225.403,167198.903,149304.5026,134495.7024,147216.7025,110893.7019,144458.0024,168258.5029,118144.0021,111838.702,123222.3021,127801.6022,139430.7023,145333.0025,143579.6024,117140.002,142712.9025,130009.9023,116285.002,132164.8022,130434.0022,0
GUA-00107,144.9582105,13.59466013,111774.1769,142908.7025,123961.1021,108344.7019,125324.3021,98172.10169,96592.20162,120617.5021,120017.5021,114902.802,105503.9018,122571.702,146552.0025,137294.1022,127387.6022,120003.6021,104765.9018,91986.6016,122882.6021,127197.6022,99067.80173,89922.50158,95886.80163,94081.60169,116372.902,108182.5019,105883.3018,97671.70172,111684.7019,109190.0018,92057.50161,93496.10158,106289.7018,0
GUA-00390,144.7595535,13.48378072,11145.87207,12717.30021,9852.500166,14326.10025,14726.30025,8056.500139,10107.50017,3884.100069,26762.9005,21013.60036,5973.700104,11911.10022,9927.300198,15932.20028,14146.60022,5949.900118,17209.6003,7364.300118,17075.0003,18362.20029,4649.200079,5476.3001,7918.700135,10032.40016,12926.10021,11985.70022,15804.90028,10432.3002,6830.600121,4056.900078,5453.800095,11042.70019,4759.600083,0
GUA-00214,144.8415725,13.45801659,90574.96093,122296.8022,110533.1019,93040.90164,94864.90164,85104.10147,75124.40126,99418.70172,97118.30168,98178.1017,92033.00156,86519.50141,112727.8019,121370.6019,103514.7018,106786.4019,84936.40144,73093.50128,97088.80165,94065.5016,87239.10155,75501.60133,78147.70132,73595.70131,95798.20166,76016.20132,83539.10143,80041.60138,85427.60147,93729.40153,71471.50123,74459.60124,75615.90124,0
GUA-00488,144.8061635,13.42613267,96475.3704,130656.6023,111353.1019,95638.4017,103521.5018,88191.50152,81492.50137,106204.8018,103290.3018,100418.3017,97053.20163,101528.2017,124137.0021,123933.0019,106867.1018,109858.0019,90791.00155,77914.00136,100904.3017,103656.5018,90185.80159,79862.10141,84104.40143,79141.0014,100216.9018,85838.90151,91315.20158,84072.50145,93720.30163,98750.00161,75946.90131,80924.40135,85724.10141,0
GUA-00436,144.7807065,13.39291871,98327.64544,130930.3023,111621.3019,95741.0017,106433.8018,89316.70155,82719.00139,109262.5019,105348.4018,101453.3018,98472.40166,105746.3017,127911.3022,123126.6019,109585.2019,110684.5019,92666.80159,80406.1014,102871.8018,107464.1018,91392.00162,81278.20143,86543.20147,80063.30142,100442.2018,88892.60157,92140.70161,85127.50147,98910.30172,99412.10162,78591.50137,82136.50138,89793.10148,0
GUA-00595,144.7756377,13.35060921,102227.058,133275.8023,114640.602,98914.20176,110026.4019,92501.9016,87223.90147,113955.302,109766.1019,105121.2018,100375.3017,112692.7018,132646.6023,124508.402,113806.5019,113376.302,96298.50165,82829.90145,107557.4019,115443.502,93808.30166,84609.50148,88746.10151,83167.40148,103702.0018,96027.60169,95877.80167,88895.40156,104304.4018,101270.9017,83714.70148,84784.70142,97396.5016,0
GUA-00213,144.93866,13.60156,102168.9393,124648.1022,114657.102,94749.10164,117070.302,86726.40149,85261.70146,113111.0019,116618.802,112632.3019,97362.50167,115418.1019,123716.1022,113602.202,111121.8019,107322.6019,103959.9018,84788.30145,107189.0019,110328.4018,93550.20163,86590.80151,88420.1015,88774.5016,99523.1017,100569.1017,98095.80172,91991.20164,103076.3018,99814.90162,87836.40153,88321.1015,102558.8017,0
GUA-00471,144.90202,13.62323,107398.88,130203.4023,121179.9021,102190.6018,119309.302,96618.80166,91488.00156,117561.102,121095.8021,115508.002,104145.8018,118082.4019,133832.0024,123307.7021,117192.902,117642.1021,104884.4018,90586.10157,115475.602,115927.8019,98680.00174,89266.30155,92493.90157,91750.00165,109075.1019,103812.3018,101661.4018,97882.70173,107697.0019,101983.9017,89238.00156,92044.10155,104947.7017,0
GUA-00097,144.80977,13.55917,10850.04082,13136.40022,9354.700164,15002.30026,13335.00023,7057.300119,9773.300168,2588.400044,27669.20052,20497.50035,5520.900096,11215.70021,9587.500198,15307.70027,13275.70021,6633.700134,17213.30031,6585.200111,16406.90028,18122.5003,3837.500063,5179.300095,7349.900129,10144.90017,14179.10025,10893.60021,17255.6003,10383.2002,6989.500131,3380.400067,4868.700087,10466.10017,3990.300065,0
GUA-00687,144.79985,13.51904,8648.434529,11957.00019,5961.10011,12767.10022,10426.30017,5355.000089,8180.600142,1754.40003,23621.10045,19384.60033,4367.200077,8444.600168,6767.30014,13425.70024,10296.30016,4454.400097,15100.40029,4924.600085,13005.50022,14621.60024,2066.300032,4159.900081,5377.2001,7544.800117,11728.20022,8131.200147,13738.80024,8574.100167,4637.200082,1992.800044,3472.600063,7432.500123,3079.500052,0
GUA-00682,144.79274,13.51244,9985.965801,12595.80021,7957.300142,13966.40024,12458.10021,6608.600111,9087.100161,2452.700041,25643.70048,20282.20035,5423.900095,10389.9002,8791.900179,14571.50026,12150.80019,4959.300104,16250.0003,5821.900101,15717.40027,16655.40027,3516.600057,4969.300093,6023.800108,8969.700147,13028.80023,9677.00018,15273.70026,9563.800184,6166.300109,2908.00006,4475.900079,9308.500156,3885.600066,0
GUA-00180,144.80107,13.52689,8599.793903,11788.50019,6096.100113,12810.80022,10379.20017,5273.700087,8169.300142,1728.500029,23721.20045,19285.10033,4309.200076,8375.500167,6621.300138,13255.50024,10234.00016,4377.100096,15140.30029,4865.500084,12913.50022,14513.80024,1984.00003,4154.800079,5196.800098,7448.400114,11825.10022,7983.700145,13626.40023,8632.00017,4584.500081,1976.900043,3452.800062,7502.100123,2967.80005,0
GUA-00358,144.8019,13.53765,10506.06581,12960.20021,8662.600151,14480.70025,12889.70022,6983.700118,9673.000166,2487.200041,27014.10051,20410.30035,5466.400096,11024.30021,9341.600194,14978.30027,12766.1002,5788.600118,16906.10031,6375.000108,16148.20027,17331.00029,3663.900061,5152.500094,7188.300125,9621.000155,13788.30025,10455.1002,16230.20029,10166.70019,6616.20012,2991.300061,4637.500085,10061.70017,3934.300066,0
GUA-00380,144.73404,13.48339,11688.58458,13176.80022,10110.10017,14758.50025,15396.30025,8362.100146,11706.6002,4205.900076,27647.80051,21454.20037,6476.70011,12442.70023,10837.70022,16591.80029,14594.50023,6028.600119,17649.40031,8127.300133,17373.8003,19030.70031,4968.500083,5791.800111,8601.000146,11191.30018,13515.20023,12611.80023,16195.10028,10656.8002,7353.000129,4808.900088,5674.700098,11738.4002,4956.700088,0
GUA-00638,144.75113,13.48386,11408.69707,13011.70021,9972.600168,14475.00025,15059.80025,8223.700143,10839.60018,4128.200074,27279.90051,21218.10037,6335.000108,12089.30023,10288.20021,16365.80029,14302.10023,5991.400118,17359.6003,7569.800124,17215.7003,18734.3003,4829.000081,5578.600104,8265.30014,10676.70017,13213.10022,12295.70023,16006.00028,10557.1002,7027.400122,4509.500084,5576.100097,11245.50019,4838.500083,0
GUA-00247,144.63315,13.46391,19178.22846,18235.40029,19795.10032,22529.9004,25566.30044,11782.30021,17886.4003,11966.80019,36609.90068,26525.70046,9027.600155,23426.30042,21801.00043,21879.20039,22107.90037,13150.10025,27209.30048,13576.50023,26705.10046,33301.80057,8488.600134,9530.90017,14433.00025,19234.60031,21527.80039,21772.20038,28216.3005,16717.10033,16996.50031,9035.300161,14266.00026,17354.7003,13047.70022,0
GUA-00255,144.6387,13.22989,53434.74468,79248.20137,67587.30115,71285.80127,55949.50097,59182.00104,49032.80083,44885.10079,65504.80116,69400.8012,57552.50099,42309.80073,53163.80094,77510.2012,75309.60131,64678.40115,52224.40094,35386.10065,64794.40111,61156.70107,48032.20085,34904.90062,42137.60074,41181.40071,57932.60103,38151.00067,57937.30099,54430.50097,35690.90062,54090.6009,28711.1005,37295.00062,33254.50055,0
GUA-00294,144.80615,13.5451,10258.29393,12946.60021,8310.000147,14497.70026,12529.00021,6608.600111,9225.100163,2452.700041,26886.50051,20363.70035,5452.300096,10508.2002,9156.300189,14711.50027,12235.00019,5615.700114,16859.50031,5868.000102,15998.60027,17210.60029,3559.400058,5068.200093,6358.100112,9149.200152,13664.80024,9785.100181,15960.00028,9828.800189,6410.600118,2927.10006,4616.000084,9616.90016,3885.600066,0
GUA-00262,144.65547,13.46857,15958.94403,15402.40025,14534.10024,18357.40032,20937.30035,11620.6002,16309.40028,8981.200159,31560.90059,24902.90042,8493.100141,19103.20034,17419.60035,19273.10034,18753.20031,8507.200171,21684.20038,10758.10018,22654.6004,26899.00045,7537.30012,8313.400149,11646.1002,15208.40026,17874.50031,19979.40035,21233.60036,14240.40029,12317.70021,7814.900141,12044.50021,14727.40025,11597.10021,0
GUA-00746,144.91382,13.60756,105310.4174,128441.5023,120152.002,99807.00174,119342.2021,93392.3016,88884.00152,117800.702,117673.4021,111141.4019,103005.0017,116637.6019,131075.5023,117383.9019,115086.402,114235.902,103053.0018,89445.00155,111840.9019,113208.8019,97820.80172,87875.10153,91478.20156,89941.70162,102240.8018,101833.8018,99608.60175,95781.40169,105379.4018,101718.1017,89226.50155,91109.20154,104313.2017,0
GUA-00675,144.80147,13.52447,8306.956397,11450.30018,5868.70011,12637.10022,9987.800164,5020.300086,7882.600139,1676.500028,23420.40044,19059.70033,3920.200069,8219.700162,6430.900134,12688.00022,9830.300152,4293.300095,14841.90028,4281.500071,12554.20021,14092.90023,1679.800026,3922.400071,5119.400098,7131.000111,11162.60021,7514.600137,13379.60023,8382.300165,4335.500076,1926.600042,3026.300055,7288.90012,2797.300048,0
GUA-00378,144.64045,13.34883,6421.04074,8648.700147,5680.300094,12387.50023,7569.700125,3007.800056,5789.500106,868.6000152,20555.60038,13697.10025,2376.900042,7173.600148,5629.300128,8808.200149,6399.600094,4141.90008,14565.50028,1607.300026,8477.300145,13940.30023,415.4000058,1774.800031,3577.500062,6263.500093,8143.200154,2229.600042,14014.40024,4773.400091,4614.700093,1474.90003,567.0000122,5648.700089,651.5000088,0
GUA-00123,144.63492,13.35948,11565.0377,17021.30031,12390.0002,19254.70034,21207.40037,4392.500074,8879.400161,1512.200025,25226.00047,21237.50037,2596.900046,11833.80021,12834.50024,17702.50031,13608.10023,8340.600163,22658.00044,3929.900071,21454.90039,19601.20031,1237.600022,3537.400065,5802.900106,12899.3002,16886.10029,6243.900115,23645.10039,10476.80019,8846.100175,2269.100047,1651.800029,9051.20015,1852.500028,0
GUA-00177,144.65703,13.2803,10114.09705,15197.30028,11433.00018,17388.90032,18565.00032,3660.300062,8045.100148,1138.20002,23558.00044,18184.40032,2421.200044,10450.6002,11260.90022,14845.10026,11440.80017,6684.200122,21619.80042,2927.800053,17693.40033,17815.50028,799.3000135,2882.000048,4795.900084,11710.90018,14908.70026,4322.800079,22001.80037,8287.800152,8093.500161,2044.600041,938.0000191,7692.500126,843.80001,0
GUA-00197,144.83345,13.58741,8816.737657,11913.80019,6820.500124,13668.80024,10347.70017,5114.800087,8068.200142,1685.900029,24912.90047,19174.30033,4136.900072,8410.700168,7037.200152,13093.80023,10037.10016,5825.70012,15430.20029,4580.300079,13116.40022,15625.20026,1758.500028,4054.700073,5370.7001,7956.400129,11930.10022,7935.500144,14559.30025,8885.400175,4816.500091,1957.600043,3278.800061,7734.400127,2897.30005,0
GUA-00157,144.85518,13.65597,110189.2706,135817.6024,123096.6021,110408.0019,123258.7021,97171.70167,93724.7016,116315.702,135795.6024,122651.9021,104908.2018,122241.102,134369.4024,125168.8021,119253.602,117230.2021,114436.002,89463.10154,117197.602,125643.6021,98093.20173,88303.50154,95102.20161,94463.30166,111268.5019,104175.1018,111801.602,99319.30176,109565.2019,100446.1017,88305.00155,95456.3016,101605.2017,0
GUA-00205,144.65436,13.29017,10315.29706,15891.20029,11489.50018,17933.90033,19301.50034,3453.500061,8248.900151,1179.80002,23234.90043,18376.10033,2412.400043,11207.8002,11842.20023,15346.30027,12142.70019,6732.900122,21972.40043,2784.300051,18177.50034,17981.90028,799.3000135,2750.000045,4748.700082,11688.50018,15276.00026,4264.700081,22903.90038,8342.700151,8295.900165,2090.000042,866.0000162,7631.800123,722.3000095,0
GUA-00219,144.83389,13.61554,11227.69082,13289.70022,10375.70018,16013.10028,13899.50024,7057.300119,9835.10017,2588.400044,28432.20054,20601.70035,5550.400096,11288.10021,10212.80021,15555.50028,13293.00021,7264.300144,18173.00034,6611.400112,16745.10028,19877.70032,3845.200063,5273.900097,7502.500132,11007.60018,14685.30027,10971.1002,17990.60031,10727.90021,7429.30014,3547.800068,5012.80009,10637.80018,3990.300065,0
GUA-00700,144.79942,13.53329,10465.25956,12911.50021,8662.600151,14446.80025,12886.00022,6983.700118,9662.600166,2487.200041,26810.4005,20410.30035,5438.000095,11007.10021,9235.500191,14955.80027,12766.1002,5658.600116,16787.40031,6363.300108,16095.90027,17232.90028,3663.900061,5143.500094,7126.100124,9556.000155,13754.00025,10425.50019,16145.20028,10144.40019,6578.700119,2991.300061,4617.200084,10006.50016,3934.300066,0
GUA-00683,144.79631,13.51716,9514.290794,12469.5002,7035.700129,13700.60024,11541.40019,6186.200103,8894.500155,2154.600036,24943.70047,19946.80034,5237.20009,9431.900182,8137.200167,14053.70026,11140.20018,4802.100101,16086.4003,5516.100097,14966.60026,16061.30026,2923.000047,4688.500086,5790.200107,8579.800139,12810.40024,8991.800164,14630.10025,9112.500178,5783.700101,2558.900055,4238.900075,8395.100141,3648.70006,0
GUA-00438,144.67242,13.46421,13394.54086,13394.00022,11797.1002,16006.60028,17766.80029,10659.10018,13899.70024,6269.100106,28854.00055,22479.00039,7580.700126,15406.30027,12852.30025,17076.8003,16745.40028,7032.60014,18500.50032,9694.000159,19910.00035,22377.10036,6182.700098,7260.800131,10374.20018,11245.80019,14602.30023,16143.10028,17454.10029,12274.20024,8332.700142,6258.300106,8203.100134,12798.20022,9194.700165,0
GUA-00311,144.74667,13.48469,11467.0502,13096.30021,10007.80017,14659.00025,15099.20025,8223.700143,10941.40019,4128.200074,27365.20051,21248.60037,6352.700109,12125.20023,10341.80021,16403.80029,14319.50023,6013.100119,17558.80031,7587.900124,17227.6003,18742.2003,4851.600082,5578.600104,8319.500142,10834.20017,13341.30022,12314.60023,16099.90028,10599.8002,7189.400127,4509.500084,5576.100097,11450.6002,4838.500083,0
GUA-00500,144.70044,13.48076,13208.52523,14114.30023,10793.30018,16160.20028,16847.60028,9354.000163,13318.60022,5524.400099,30105.30055,22791.20039,6985.200119,14277.50026,13142.40026,17306.10031,16087.90026,6892.900137,19215.90034,9221.900153,18673.40032,22112.30035,5818.900092,6575.300122,10157.40017,13761.40023,15363.20027,15159.30027,18256.90031,11716.30023,9253.400164,6118.400108,6994.800121,13415.70023,7157.400127,0
