Site,x,y,Wave Power (kwhr/m),1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,BAD_FLAG
JAR-00494,-159.9928925,-0.36256953,99476.3986,95463.60161,121108.9022,115629.302,82212.10135,117612.6021,98395.50162,100126.3018,119820.802,104579.1018,111721.402,101115.6018,88696.10154,98168.10171,100088.7018,82103.80143,84404.10149,98907.00167,99827.80175,97272.80165,118419.702,86722.70141,99257.90167,101510.1018,95401.60164,95495.10168,99956.90164,101140.7017,86851.80148,102944.9018,86274.60148,90346.90162,101668.2018,0
PAL-00464,-162.0006902,5.87021585,175868.3312,164239.8029,179958.8031,184343.7031,156577.4027,190362.0033,179310.7031,170686.0028,185646.3032,205171.5036,189991.1032,160007.4028,176994.5031,171587.5029,183007.5031,171455.3029,167480.3029,156398.0026,146449.7025,170533.2029,207681.4035,177991.8031,163545.3028,183218.8032,170283.903,179817.1031,152780.6026,172369.003,168419.103,198499.8034,167244.5029,171390.403,204344.1037,0
KIN-00374,-162.3569589,6.41775613,168538.2404,156928.7027,175410.803,184123.703,136358.2023,195931.3034,165759.3029,163953.3028,188898.0032,178858.5031,172947.7029,145921.5024,151859.8026,159955.3027,165169.6028,155839.8026,158327.2028,162024.9029,150866.7025,158829.9026,204244.9035,160975.3028,168058.3029,185475.7033,162271.2028,173060.803,166381.2029,179885.403,157919.4028,196445.2033,158581.6027,155839.8027,196120.6034,0
KIN-00288,-162.3382765,6.39915853,161806.284,150827.7026,163620.8028,174140.5028,125390.7021,188688.5033,155157.1027,158858.8027,182101.5031,173347.603,168858.6028,136845.8023,150826.4026,148197.9025,156417.9026,151074.6026,147115.3026,158895.4029,146022.7024,148467.2025,197090.9033,158510.5027,160294.8027,179944.4032,158665.6028,161250.4028,159295.4027,173078.8029,155015.6028,192572.9032,154838.6027,151985.6026,190402.5033,0
KIN-00337,-162.4343248,6.42216643,71663.1231,61387.90105,95782.70167,78968.00126,82156.6014,100572.3018,62912.90111,82920.30141,90682.30155,94770.60164,62949.00104,73950.40122,66606.40114,87145.40144,89368.60144,85020.6015,68482.70123,70997.80126,72326.7012,82837.20136,91076.00154,53269.60093,63621.30103,51444.70091,67064.80114,69105.10118,78318.1013,73076.00121,38953.30069,46623.60087,44177.80075,52657.70091,53993.50098,0
PAL-00508,-162.126314,5.8759572,36222.31312,39049.70065,45211.10076,45577.20078,55221.80096,45507.80078,40774.20067,36686.30061,35794.20063,44396.70079,32673.20055,43256.00074,29154.50048,50013.10087,44896.90074,56508.90096,38502.80067,34978.80059,29103.00047,41246.50068,33661.40053,26565.30045,33561.60058,22259.80038,20627.50034,30740.50055,38833.70068,33348.00059,27821.30049,24819.00044,23122.20037,27936.70046,27264.30052,0
PAL-00477,-162.1408258,5.8776407,75091.30442,70786.2012,94753.10163,77796.50129,107332.4019,85062.90148,76845.20128,75404.70125,73108.10124,97398.90171,73968.10124,87549.20154,75100.80131,92225.9016,91886.20159,94964.80162,61916.5011,73583.50123,67459.10108,89276.40147,96395.80157,63789.70109,62844.60111,54071.20093,60092.50105,65397.90118,77405.20132,69008.70114,53167.20093,54037.201,55501.20097,63628.30109,61163.70114,0
PAL-00471,-162.1514329,5.88074,82879.24517,79837.80137,98897.3017,85716.50142,119254.3021,90079.00156,80310.30133,84834.70141,89187.40147,115784.902,84230.20137,96060.90169,94623.00163,100327.1017,97820.20168,103149.6017,73207.60128,77204.50127,76351.60124,98650.60161,106175.0018,64381.10112,67639.40119,57024.40099,68968.60121,71968.40129,82044.70139,73186.50122,59038.60104,60001.70109,60689.00107,69006.90118,66484.00124,0
PAL-00465,-162.1560285,5.88652066,123462.3927,126351.4022,123444.0021,125759.7021,136164.9023,123841.6021,138269.1024,110068.2019,107508.7018,159038.4028,109902.4018,113896.202,136540.5024,138693.9023,126034.7022,138351.4023,126115.2022,105854.9018,96170.10159,133069.2022,175942.603,118079.602,107196.8019,122029.2021,103399.2018,114148.602,113911.2019,119530.802,114278.802,123782.8022,106477.8018,124658.9022,132285.7024,0
PAL-00535,-162.1199598,5.88425553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00375,-162.4094925,6.38114364,29726.17551,21376.70037,39134.70067,29149.70047,36396.80061,29593.4005,34201.70059,36382.50063,26562.00043,42225.60074,53073.90092,34619.80062,35987.2006,34633.90063,31316.50054,30684.30048,21075.20036,28693.10048,31201.10052,28963.10047,36490.00062,29476.40054,25956.20047,19386.10035,22813.70035,23145.10042,23133.50041,15767.60028,22954.70038,21984.80036,25713.40046,30321.30054,28823.60051,0
KIN-00275,-162.3844552,6.38215257,26711.40983,20688.20036,34480.40058,25138.6004,34397.20057,24535.20042,32132.70056,31707.70054,22279.80036,40366.70071,50330.60087,32421.10059,34021.10057,31315.30057,29929.10052,29739.10047,18595.60033,26052.80044,23874.60039,27116.60043,33851.60057,25888.30048,20407.00036,15779.70028,19645.2003,20255.20037,19759.60035,15203.00027,20466.00035,19392.40031,23195.50041,27243.30048,24555.90043,0
KIN-00314,-162.4291097,6.43143682,84587.57332,78094.30132,109832.2019,89983.70145,90963.90154,109180.5019,81061.90142,89125.00149,95312.20163,107066.6018,70132.20117,80926.80133,84232.50145,105924.0018,101816.8017,99840.70174,99272.10177,79428.30141,77809.00129,94906.70156,125302.7022,68415.40118,74461.7012,63258.0011,75681.80131,77012.90132,86794.90144,86775.00141,55100.60097,57386.80102,49279.30083,72306.40125,70117.40123,0
PAL-00448,-162.1342492,5.86793454,79121.88885,70455.2012,101752.8018,85303.90142,106529.9018,94150.60164,85365.90144,84483.30137,79491.20132,96201.80169,96814.60162,90553.20158,72167.00124,96575.20167,90759.50158,92694.10157,64937.80114,81779.20138,70514.30117,87067.70144,98882.0016,66156.70111,69146.50119,61103.40105,58347.80103,66482.00119,80693.30138,68799.00114,55958.70098,59557.50107,64254.80111,66525.40115,68396.10126,0
PAL-00495,-162.1283332,5.86076056,81701.45453,70305.8012,107323.5019,90542.40153,106813.0018,100644.6018,87389.50147,89648.70145,82881.6014,96950.5017,98369.20164,92067.80161,73594.30127,96847.90166,90200.30157,91865.10155,66726.20117,83403.10142,77743.30129,83206.90138,97728.80156,76573.40128,76609.90133,62177.70105,60878.60109,71653.00129,86751.60148,69073.40119,59392.80104,61876.4011,64685.30111,69548.20119,70973.70132,0
PAL-00454,-162.1595457,5.89189832,158246.3246,161845.8029,151507.3026,164662.2028,157651.9027,158633.7027,166091.8029,138681.1023,154073.2026,187830.6032,150217.3024,149342.5026,159592.1028,154424.1026,162025.6028,166090.8028,150443.3026,138802.0023,122912.002,163276.5027,200463.4034,154042.4027,148240.5026,168265.4029,146643.8026,155233.5028,152227.8026,163450.1028,157994.8028,179945.9031,148120.7026,153772.1027,177378.1032,0
PAL-00490,-162.1303147,5.88832235,33448.27245,31734.70054,40914.30071,31586.00054,56933.80099,30994.80053,34288.00058,34553.30059,30248.80053,53334.70098,36022.10059,44742.60078,42768.80073,40476.30067,41713.90071,51734.40088,30119.20058,23996.20039,19795.50035,35239.30059,33542.70055,34855.00057,25671.20043,15714.40026,28302.90051,29096.50052,25554.70045,25549.90042,29367.60053,24470.70047,27172.40049,33262.20058,26587.80048,0
KIN-00376,-162.4183391,6.37895873,31724.25992,23478.5004,41654.80073,31810.20052,38448.60064,32091.30055,36426.30062,38960.70068,28403.70047,45042.40078,54535.60094,38102.80068,37913.30063,36431.40066,33155.90056,32951.30052,23157.7004,30558.60052,33888.60056,30306.10049,37020.50062,31043.10058,28286.10051,21475.60038,24172.30037,24743.30044,25030.80045,18486.10033,24553.90041,23095.80038,26800.40047,31857.20056,31293.40054,0
KIN-00279,-162.3737498,6.38070091,26399.05358,20479.80036,34302.80058,24456.70039,34252.60057,23751.30041,31777.30055,30999.40053,21903.50035,40224.8007,49852.40086,32210.30058,33814.20056,31192.00057,29870.70052,29818.10047,18484.20033,25534.80043,23322.50039,27077.50043,33779.60056,25469.10047,19993.40036,15337.90027,19446.8003,19804.90036,19433.20034,15213.70027,20068.80034,18973.1003,22750.7004,27233.60047,23940.00041,0
PAL-00518,-162.1196319,5.86618273,45584.00078,36859.80064,55147.10098,45785.00078,61706.40106,47738.10082,49203.00084,52245.50085,43315.50074,61253.50112,69370.20114,54359.60095,56876.90096,52762.50087,49183.60084,52951.50091,37722.4007,41157.20068,42671.50076,44051.90073,50057.8008,44062.00071,37198.30064,28500.1005,35770.30065,38474.70069,35327.20062,30356.1005,38704.30069,37440.20067,42310.90073,43959.10077,42165.80077,0
PAL-00492,-162.1320354,5.8880087,36308.26938,36731.10062,43062.30074,34481.20059,62176.10108,35415.10061,38922.10066,38244.90066,33979.60058,55388.40102,37695.80062,49146.80086,44807.60076,43196.40071,44526.80075,55858.70094,35001.30066,27203.40043,20801.20037,38215.90064,36162.1006,36001.70059,27427.90047,16548.40027,30066.90053,30034.50054,29235.60052,27659.80046,30937.30056,27119.40052,29374.60052,37619.70065,28822.00053,0
PAL-00476,-162.1405547,5.88725341,74106.17003,71094.7012,93807.0016,78860.90132,107603.7019,85953.40151,76329.20129,73827.20124,71482.30121,100118.9018,72134.90122,85631.10152,75547.20132,91574.90157,90392.60154,93057.5016,59498.90105,69199.00115,66510.20107,88538.10146,86499.4014,69550.60119,60436.40107,54111.90092,58911.60104,64973.00119,73452.40126,67681.80114,53740.20094,53311.00099,54035.80094,63548.70109,59982.90111,0
KIN-00294,-162.426737,6.38246127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00289,-162.3528409,6.3815417,36354.70687,27809.80047,47547.70083,39765.30065,43655.20073,36857.30064,39341.80067,44824.60077,38760.50066,48942.70086,57366.201,43929.40078,42295.20072,38999.70071,35480.1006,37344.30058,26500.10045,36368.80062,41088.50069,33089.90054,38908.10065,33716.90062,33202.5006,26634.30046,29179.10046,29707.60052,29997.90054,21339.00037,28388.30049,29080.90049,29716.50053,35874.80063,37637.60066,0
KIN-00324,-162.4508767,6.40891205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00305,-162.4549376,6.40265697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAL-00888,-162.106808,5.86620728,45225.36328,36268.80063,54617.30097,45195.30077,61047.70105,47457.60082,48780.00084,51844.90084,42980.60073,60729.40111,69059.00113,53618.70094,56579.10096,52494.40087,48719.80083,51916.30089,37090.30069,40975.40068,42439.70075,43559.80072,50019.2008,43964.90071,37111.80064,28357.2005,35572.70065,38264.60069,35150.70062,29920.80049,38548.50069,37390.10067,42221.80073,43444.40077,41870.80076,0
PAL-00546,-162.1086015,5.86701958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00304,-162.4138463,6.44974692,164838.7372,157681.5027,168410.0029,181220.803,138989.8024,191012.3033,161718.7028,155113.4026,183720.3031,179544.5031,149118.8025,145527.0024,146342.0025,156327.5026,165180.8028,163623.5028,159821.8028,153701.2028,143646.6024,158776.2026,195744.8033,158258.2027,164715.9028,180712.9032,161810.2028,172121.8029,164357.2028,180590.203,155658.4028,188603.3032,151148.5026,152774.3027,188867.1033,0
KIN-00355,-162.4414276,6.39428562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL-00434,-162.1434514,5.87615292,77090.97945,72103.80122,96777.00167,79474.30131,108637.9019,87349.90152,78490.80131,77401.50128,74644.10126,102487.8018,81963.20138,88851.10157,78085.20137,94233.60163,93556.80162,95548.60163,63030.90112,76134.70128,70149.50113,90513.50149,99023.40162,64064.8011,64137.90112,55722.10096,60701.30106,66973.00121,78022.00133,69357.50115,54872.90096,57144.10105,58835.20103,64919.40111,63703.50119,0
PAL-00475,-162.1537712,5.87218652,85890.82959,81364.5014,105228.8018,87166.50145,117966.302,96786.10169,86249.70144,88900.40145,92814.70154,112338.502,103333.7017,103385.9018,90961.60155,101143.3018,100427.6017,100218.2017,71259.80125,83459.80138,81205.50132,100210.7016,109202.5018,65595.80112,71833.00126,61730.90107,65181.90114,74308.10132,85163.20145,75402.30125,60859.80108,65193.90116,65626.30114,70656.10123,73331.10135,0
KIN-00378,-162.3947478,6.38362695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00295,-162.3930076,6.38400916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00292,-162.3429904,6.38213933,54342.55094,45406.00078,67818.90117,67920.50113,60297.40104,53888.70093,51820.1009,61489.90105,63818.50106,61021.90109,75905.60131,71627.70126,53418.2009,48081.60087,58257.00097,50257.30078,39911.80069,57088.001,58650.801,48618.10082,47020.00081,48715.90089,52712.40093,51379.90091,49460.90082,45242.1008,50968.90091,44490.50079,49012.80086,47622.7008,47806.90086,48249.70083,60980.90112,0
PAL-00447,-162.1445793,5.88477773,77028.0107,75260.40127,95255.00164,79756.50132,113415.702,86550.5015,77515.30129,77430.60128,77179.90129,106442.2019,73625.30124,89459.00157,79278.90138,93114.70163,94808.70163,95718.90164,64653.60114,72193.70121,69328.40111,93111.20154,95961.80157,64139.7011,64115.20113,55092.60094,61112.50108,67929.00122,79025.50135,70420.40117,55968.20099,55260.60101,55526.10098,64777.40111,61468.80114,0
PAL-00482,-162.1294925,5.86813504,66603.09489,59338.401,85238.00149,70606.20118,95422.70164,78670.30141,73286.10123,70276.50116,64365.00109,81526.50147,80178.00132,76566.90135,62444.80106,81362.90138,75401.20129,82737.40141,56990.00101,65852.20112,56902.50094,71467.90118,82877.2013,58801.40098,61702.90108,43354.00074,48161.80084,58506.40105,68101.10118,55333.70095,49943.20088,50932.90091,55192.40095,58005.10101,51753.40095,0
KIN-00368,-162.3599293,6.37975048,39980.06944,32277.50054,52764.50091,46974.60078,48926.40084,38613.00067,42409.90073,48773.60084,44354.30075,51839.30091,59336.90103,49485.20087,46006.50077,40718.50074,38506.40065,40310.60062,30153.40051,41066.0007,46564.40078,35879.80059,39547.00066,36086.20067,35794.00064,31566.00056,32794.20053,32441.60057,32937.10059,25817.90045,31248.00054,33464.00056,31918.80058,38384.40067,42402.20076,0
KIN-00351,-162.4128634,6.41932379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL-00452,-162.1364704,5.88990293,58968.81351,55397.80092,75538.80132,65394.30109,92032.20159,68800.7012,64955.30108,60912.40101,56382.00095,76199.00139,56689.60093,70008.00125,54535.40092,74409.30126,68384.60116,78069.10131,52593.80094,53187.3009,48053.20079,66090.80111,69082.20109,48857.50082,57874.50101,36478.4006,44486.30077,51309.10092,62519.20109,52371.10088,45610.9008,40971.10076,45337.40079,51428.50088,43042.20079,0
PAL-00493,-162.1260189,5.88297721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00316,-162.411442,6.44454276,148000.7588,143009.8024,146401.2025,153015.0025,120405.902,173600.303,148532.9026,133472.3023,155820.8026,165990.1028,135324.7022,122141.302,131768.4022,144748.1024,153267.7026,151086.7026,145974.1026,134195.1024,115677.8019,147684.0024,189574.6032,144923.3025,145031.0025,161166.5029,145555.1025,156334.2027,147623.1025,166152.5027,141821.8025,170751.9029,138996.0024,139423.7024,166554.3029,0
KIN-00339,-162.4237443,6.43603949,95073.46725,86672.40147,113255.502,100219.6016,96651.20162,118554.3021,96423.50168,94051.30158,98195.20168,113634.4019,77485.00129,85213.30139,96414.60165,117538.502,108117.0018,107167.2019,111612.002,86110.70154,84086.1014,106585.2017,138922.7024,82229.00139,84997.70138,80440.90141,83833.90145,95197.20163,94218.80157,99311.60162,73275.90129,73982.60135,63193.50107,85247.30149,89512.80157,0
PAL-00515,-162.1316453,5.88157617,58609.21038,55375.90092,75427.40132,64851.30108,91922.20159,68725.6012,64209.90107,60768.301,56046.20095,76183.90139,56313.70092,70008.00125,54215.60091,74195.90126,68217.30115,77998.80131,52029.80092,52824.50089,45678.50074,65367.90109,68797.30109,48507.40081,57429.301,36416.2006,44397.10077,51052.60092,62100.80109,52371.10088,45487.3008,40899.90076,44139.00077,50584.20087,42951.80079,0
PAL-00522,-162.1293374,5.88648059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00283,-162.3654765,6.4231591,166620.3935,155893.2026,173294.603,182128.803,135702.0023,194154.3034,163625.4029,162324.3028,187648.4032,177350.5031,164087.3027,144603.6024,149714.6026,157850.2027,163613.8028,154564.1026,157053.2028,157461.0028,147151.7025,158281.9026,200983.9034,160478.8028,166634.2028,184905.4033,161505.7028,172274.9029,165364.3029,179222.203,157513.6028,193067.3033,155292.4027,154708.1027,193398.8034,0
KIN-00274,-162.3391253,6.40085628,164057.9059,152443.7026,168254.6029,176960.7029,127371.8022,191102.0033,158443.4028,160421.7027,183490.9031,175626.503,170922.2028,138822.9023,151921.8026,151671.3026,159372.8027,151772.7026,149215.3026,159888.1029,148048.0025,152779.2025,200124.5034,159915.1027,163830.2028,182970.2032,159708.7028,165605.4029,163843.7028,176010.1029,155726.9028,192963.4033,155912.1027,153078.5026,191634.5033,0
PAL-00533,-162.1190449,5.87720904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAL-00528,-162.1174884,5.88540042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAL-00450,-162.1486776,5.87423455,82157.18891,77654.30133,101609.1018,80839.80134,114908.202,92528.00162,82538.50138,83545.60137,86852.00144,108156.0019,95888.70157,98895.20171,84063.10144,97107.20168,97850.20168,98795.50167,66913.10118,79877.30132,76078.30124,96255.60159,107299.4018,62835.50108,68324.80121,58713.70102,63311.7011,72125.50128,81358.80138,73024.20122,59074.60104,62677.20112,62810.40109,68072.30117,69046.20128,0
KIN-00301,-162.3419805,6.40161392,128891.9928,128773.6022,118052.102,140058.8024,89823.00153,133836.6023,129289.6023,122229.302,132103.0022,135729.2023,134191.9022,104814.4018,136302.4023,113061.002,118336.102,111413.0019,118472.2021,116716.8021,111037.1019,118019.602,144771.5025,140113.1024,119163.5021,159256.5028,129581.2023,134520.4023,111547.002,136264.1022,135183.3024,170354.0029,132268.1023,130389.8023,168871.5029,0
PAL-00519,-162.136447,5.8665548,84176.79207,73789.60126,109082.4019,91153.20152,110640.0019,99099.50172,88336.00149,89436.30146,84456.00141,102513.0018,102110.7017,97969.50171,80089.90139,102525.1018,97019.60169,96858.20166,68057.60119,85804.00144,80310.80133,92975.20154,103738.5017,71200.7012,73120.40127,64707.50112,65857.00118,71412.00128,84197.20145,72475.7012,60188.40105,63669.90115,65965.30114,70018.40121,74879.70139,0
PAL-00458,-162.1429507,5.87315831,78710.1451,73593.50126,99401.80173,79783.10132,108485.1019,89453.50156,80828.30135,81099.70133,76060.20129,102038.7018,89893.60151,91571.5016,80170.4014,95943.70166,94761.20165,95853.50164,63555.90112,77960.20131,71455.60117,91900.80152,101275.5017,64595.3011,65009.60114,57404.30099,61334.60108,68053.80123,78344.40133,69425.50115,55732.30097,60105.90109,60900.70106,66328.10114,66404.30123,0
PAL-00446,-162.1519517,5.8753154,83486.20143,79214.50136,101881.3018,82969.80137,117164.302,92827.40162,83116.50139,85801.70141,90252.00149,111137.9019,96273.30158,99453.30172,89292.10153,98500.50171,98739.9017,99971.3017,70255.20124,80033.50133,76585.80125,98761.30163,107825.6018,63301.70109,68851.30122,59436.20103,64825.90114,73063.7013,82883.90141,73587.90123,59715.70106,63478.10113,63419.20111,69350.3012,69587.30129,0
KIN-00367,-162.3445916,6.40627351,162801.8184,151368.1026,165628.2029,175903.8029,126264.2021,189758.6033,156485.6027,159609.4027,182825.3031,174344.503,169638.9028,137650.6023,151573.8026,149470.0026,157944.9027,151101.8026,147701.8026,159255.8029,146644.3025,149828.3025,197400.2033,159184.6027,162234.5028,181411.1032,158979.6028,163637.0028,162883.4028,174586.2029,154992.9028,192723.3033,155312.2027,152370.5026,190944.7033,0
PAL-00516,-162.165869,5.87523988,100611.4048,99469.00173,122699.3021,103235.4017,128219.7022,105683.6018,103978.5018,103135.9017,103866.3017,132298.9024,112112.7019,113540.902,118247.202,123514.8021,114041.0019,121232.602,104173.6018,90967.0015,89748.10146,112860.2018,140638.0024,78807.30136,83316.50144,69784.40122,79139.2014,81046.70146,94295.9016,88257.50154,75464.90133,76584.00136,71892.20127,90764.80158,86548.80157,0
PAL-00469,-162.1356318,5.87249698,72406.31062,65801.00111,92822.7016,76359.80127,104518.0018,83256.20145,76050.30127,71840.40119,71113.8012,92940.90162,75114.60126,82368.40145,64770.20113,90743.50157,87321.60153,92316.40157,60896.60108,73550.90123,60016.70098,84073.70139,92812.20152,61913.20105,62486.70108,53310.70091,55816.80098,63126.80114,75366.20129,66804.50111,51567.00091,51541.90095,56530.30099,61491.60105,58358.30109,0
PAL-00438,-162.1496009,5.87652222,80994.95138,76646.50131,97994.70169,80397.80133,115774.202,91327.80159,80516.90134,81168.80133,85561.80143,109024.6019,90776.80149,95488.50166,83165.50142,95447.60166,96845.40167,99019.40168,67947.3012,77666.40128,74538.90121,96330.10159,106059.0017,62596.10108,67486.40119,57193.40099,63078.9011,71765.10128,81178.80138,72788.40121,58626.50103,61025.40109,61700.50108,66342.60114,66358.30123,0
KIN-00302,-162.3771651,6.4310173,162973.2403,152717.9026,168355.1029,177051.5029,128140.6022,190857.9033,157622.5027,159971.4027,183030.0031,174899.803,163326.8027,139335.8023,149373.4026,152407.6026,158553.7027,150303.0026,148853.0026,154830.4028,144364.4024,153916.3025,195347.3033,159602.0027,163345.4028,183767.8033,159641.1028,165685.3028,163146.7028,176496.1029,155106.3028,190380.2032,152808.7026,152499.0026,189406.6033,0
KIN-00278,-162.3900744,6.44109051,168687.131,158111.8027,175541.203,185259.703,137283.9023,196356.2034,166425.3029,164114.3028,189202.5032,179051.3031,171635.9028,147221.3025,151420.4026,159895.7027,165653.5028,157404.2027,158714.9028,160964.6029,150561.3025,158888.2026,202988.2034,161112.6028,168252.6029,185471.0033,162336.0028,172881.703,166377.2029,179976.103,157958.1028,196052.2033,158360.4027,156329.2027,196186.6034,0
PAL-00474,-162.1509159,5.88428345,84695.96082,87666.50153,101968.6017,92544.60153,118255.002,88989.90154,85682.70146,88114.60147,82815.90136,120629.5022,77120.00126,94572.60167,103303.7018,107625.1018,99653.20171,108016.5018,82402.90142,76174.60126,74858.20121,98911.50163,109596.2018,66966.70116,67871.20118,58398.40101,69753.00124,70816.20127,81297.80138,75392.30125,62200.40109,59256.00108,58905.40105,73639.20128,66872.30122,0
PAL-00512,-162.1316521,5.87399458,61330.66355,56219.60094,78408.80136,67663.70114,94207.30163,73074.6013,67167.70112,62542.40104,59381.30101,78331.40143,58925.50097,70631.70127,55729.20095,76435.70129,70726.1012,80733.80137,54094.50096,56214.00095,50639.50083,68427.40113,72834.00115,57123.30096,58742.10102,38186.00063,46313.80081,54916.70099,65359.90113,54431.70093,46918.90083,42259.90078,48015.40083,53328.60091,44596.70082,0
PAL-00525,-162.1388969,5.87977943,73325.17001,67662.50114,94175.50162,77167.00128,106170.3018,83132.70145,76062.00128,74711.90124,71822.50121,94248.80165,70710.90119,85358.1015,71779.50126,90746.20157,90104.50156,92819.10158,60939.20108,70954.80119,62308.80101,87320.50144,92921.80152,63270.70108,61923.90108,52798.3009,59282.20104,63766.40115,75401.20129,68026.10113,52370.80092,52438.40097,54661.90096,62076.60106,59272.30111,0
KIN-00290,-162.4001036,6.44780248,170922.8498,161487.5027,177845.9031,187726.5031,139831.2024,198384.0034,169445.403,165611.4028,190512.8032,183408.5032,172786.6029,153656.1026,154127.6026,162209.9028,169267.7028,163628.5028,162184.9029,162879.5029,152822.7025,162050.3027,203131.7034,162005.7028,168624.4029,185888.8033,163435.6028,174406.903,168018.0029,182515.103,158796.3028,197517.9033,158640.0027,158328.1027,198355.6035,0
PHR-04059,-175.793395,27.7806,49578.22273,43059.20077,40144.40065,44501.30073,66477.5011,38388.90067,37635.90066,62970.80112,50554.60091,40081.0007,32671.20057,71407.00121,69781.60124,43016.1008,34006.80057,28991.0005,65714.80119,29269.00048,56181.30101,42959.40073,51880.30087,71407.20115,44502.9007,56567.30097,42380.30076,59384.50114,37329.70065,36288.60062,67821.30119,52482.7009,57599.00096,60738.40101,50309.10086,0
PHR-04037,-175.728024,27.876201,77984.0701,82169.80147,56196.20092,51513.40087,99046.90169,49945.50083,64233.90112,107980.7019,66056.80117,69273.20119,53245.60089,117000.7019,134132.0025,66902.50126,66838.90107,47092.90084,92642.30165,62458.60104,102603.2019,72261.60127,65727.10108,93869.20155,53101.40085,84965.10144,65148.50109,88733.00167,66212.10116,58608.90096,110055.0019,74269.50129,112995.402,76624.10129,83586.20139,0
PHR-04070,-175.748633,27.8335,69004.17931,75705.30137,47746.20081,47049.40079,85218.70143,47177.50078,48666.00086,97352.70173,55498.80098,64845.0011,44528.40076,107307.5018,117684.7021,57489.20106,57101.80092,38878.20068,83975.30148,45351.90077,90115.7016,62472.40112,59106.40096,88618.80147,49448.50078,77263.50132,58785.80099,83192.80158,54340.60094,53978.40089,100463.2017,66577.60115,99224.80172,70059.10115,72909.50122,0
KIN-00318,-162.4647897,6.38809643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIN-00342,-162.4192674,6.40241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00344,-162.42801,6.41265105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00264,-162.3445329,6.39014538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00265,-162.3509183,6.40271514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFS-04136,-166.056714,23.710357,76361.43569,64164.10106,79356.1014,69731.00119,102477.4018,62318.50104,50425.30087,113222.1019,67524.90118,65247.20112,66458.30116,90463.20153,121179.6022,65715.20119,54622.60094,58940.60102,89929.30155,51051.90086,81444.10139,66568.70116,92691.90155,80761.50136,61109.10104,81273.00135,74870.30123,81374.10141,69253.00124,60103.00104,90966.00155,84423.60143,83019.90144,99306.00172,63574.40107,0
FFS-04129,-166.091255,23.639013,74360.5919,62124.20104,78303.4014,69059.20118,103397.9018,66667.00111,48860.70083,101712.1017,75412.40131,62469.00107,62129.30106,83650.40143,113808.602,66289.6012,56079.60096,55937.50099,94900.30163,49161.70084,66124.6011,66995.30117,89400.90149,79582.20136,59918.10103,78742.50132,73467.5012,79958.0014,63953.30115,61168.20104,89166.60151,81231.20138,83693.40146,93388.40164,62785.80107,0
