"ISLAND","SITE","LATITUDE","LONGITUDE","WavePower"
"Lisianski","LIS-04393",26.06841,-173.9598,282827.2047
"Lisianski","LIS-04368",25.94384,-173.9565,199059.85335
"Lisianski","LIS-04328",25.916,-173.9557,218736.85365
"Lisianski","LIS-04310",25.92669,-173.9407,218736.85365
"Lisianski","LIS-04373",26.05489,-173.9313,287553.9048
"Lisianski","LIS-04307",26.04872,-173.887,287400.8298
"Lisianski","LIS-04312",26.05693,-173.8733,291002.9049
"Laysan","LAY-05131",25.7552,-171.7716,248051.55435
"Laysan","LAY-05142",25.777,-171.7476,258591.05445
"Laysan","LAY-05157",25.75937,-171.7435,234097.554
"Laysan","LAY-05177",25.77614,-171.7424,255826.2544
"Laysan","LAY-05112",25.79153,-171.7329,298321.50515
"Laysan","LAY-05178",25.78636,-171.7323,298312.60515
"Laysan","LAY-05120",25.80244,-171.7202,300796.6052
"French Frigate","FFS-04390",23.86918,-166.3276,243184.95425
"French Frigate","FFS-04383",23.86891,-166.3037,232583.2041
"French Frigate","FFS-04395",23.87601,-166.2971,248311.90445
"French Frigate","FFS-04454",23.67945,-166.2404,173078.803
"French Frigate","FFS-04365",23.63413,-166.1018,69861.95116
"French Frigate","FFS-04461",23.84116,-166.3344,211365.4035
"French Frigate","FFS-04472",23.67917,-166.199,130642.15215
"Howland","HOW-00861",0.805199,-176.6097,137683.6524
"Howland","HOW-00890",0.81151,-176.6118,130371.02725
"Howland","HOW-01031",0.797881,-176.6198,58005.80102
"Baker","BAK-00761",0.188508,-176.4818,57238.22595
"Baker","BAK-00776",0.187985,-176.47,109815.15185
"Baker","BAK-00725",0.201831,-176.4647,147622.97755
"Baker","BAK-00745",0.204936,-176.4735,127890.0022
"Baker","BAK-00763",0.19374,-176.4608,148529.00265
"Swains","SWA-00775",-11.04527,-171.0722,95007.35162
"Ofu & Olosega","OFU-01000",-14.16069,-169.6203,35349.400625
"Jarvis","JAR-02019",-0.369821,-160.0083,64291.26357125
"Jarvis","JAR-01995",-0.362745,-160.002,94813.676605
"Jarvis","JAR-01935",-0.368347,-159.9782,149428.80255
"Jarvis","JAR-01950",-0.370827,-159.9761,152642.65265
"Jarvis","JAR-01997",-0.368374,-159.981,142493.927475
"Jarvis","JAR-02046",-0.366229,-159.9854,109329.00185
"Jarvis","JAR-01967",-0.381954,-159.9893,99539.80174
"Jarvis","JAR-01965",-0.38254,-159.9758,136869.7524
"Jarvis","JAR-01945",-0.38043,-159.9782,127066.10225
"Jarvis","JAR-02016",-0.377353,-159.983,114801.651975
"Jarvis","JAR-02039",-0.381894,-160.004,88435.5515575
"Maui","MAI-02459",20.79174,-156.5913,0
"Molokai","MOL-02242",21.1649,-156.8659,239897.25
"Molokai","MOL-02254",21.04658,-156.9395,920.99999235
"Hawaii","HAW-04285",19.94928,-155.8663,30.35000062
"Hawaii","HAW-04247",19.73174,-155.0681,60432.20107
"Hawaii","HAW-04234",20.20178,-155.7246,86470.451495
"Hawaii","HAW-04260",19.78536,-156.0421,5405.400091
"Hawaii","HAW-04287",19.59316,-155.9719,642.75001285
"Oahu","OAH-03301",21.26962,-157.7579,19528.59962
